isbn13,title,authors,description,category,category_confidence,emotion,emotion_confidence,human_category_label,human_emotion_label
,Inaugural Speeches from the Presidents of the United States - Complete Edition,"Bill Clinton, Theodore Roosevelt, George Washington, Benjamin Harrison, Calvin Coolidge, William McKinley, James Madison, Grover Cleveland, Abraham Lincoln, Woodrow Wilson, Thomas Jefferson, James Buchanan, Herbert Hoover, Barack Obama, John Adams, Martin Van Buren, John Quincy Adams, James Monroe, Andrew Jackson, Zachary Taylor, Franklin Pierce, Harry S. Truman, Jimmy Carter, Ronald Reagan, George Bush, William Henry Harrison, Franklin D. Roosevelt, Ulysses S. Grant, Dwight D. Eisenhower, John F. Kennedy, Warren G. Harding, George W. Bush, Donald John Trump, Richard Milhous Nixon, William Howard Taft, Lyndon Baines Johnson, James A. Garfield, Rutherford B. Hayes, James Knox Polk","Inaugural Speeches from the Presidents of the United States - Complete Edition is a profound collection that encapsulates over two centuries of American political thought and presidential vision. This anthology presents the diverse rhetorical styles and philosophical principles of 40 presidents, from the timeless wisdom of Washington to the modern reflections of Obama. The collection thrives on its ability to traverse through contrasting literary expressions'Äîranging from the brevity and humility of Coolidge'Äôs addresses to the elaborate, idealistic visions portrayed in Kennedy'Äôs speeches'Äîilluminating the evolving ideals and challenges confronted by each administration. Together, these speeches offer an invaluable lens into the shifting dynamics of American democracy and its leaders' varied responses to the times. Contributors in this anthology belong to different eras and backgrounds, mirroring the rich tapestry of American history and governance. As luminaries of their respective times, each president brought with them unique experiences and perspectives'Äîfrom Roosevelt'Äôs Progressive Era reforms to Franklin D. Roosevelt'Äôs New Deal, and Reagan'Äôs call for resurgence. Bound by historical and cultural movements, the anthology provides a collective narrative that demonstrates how presidents endeavored to define their place and mission amid the ever-changing landscape of national and global affairs. This complete edition is an essential resource for students of history, politics, and literature, offering a rare opportunity to explore the breadth of American leadership philosophy and governance in a single volume. Readers are invited to engage deeply with the speeches, to uncover the educational valor and broad array of insights they deliver. This collection is sure to spark dialogue, incite reflection, and broaden one'Äôs appreciation for the complexities of leadership and the enduring principles that have shaped the United States.",Nonfiction,0.8611887097358704,neutral,0.7846182049495091,,
9780634041129,Michael W. Smith,Michael W. Smith,"(Piano Solo Personality). Our piano solo folio features all 12 tunes from the first instrumental CD by this multi-million-selling CCM artist. Recorded in Ireland and released in 2000, Freedom includes the songs: The Call * Carol Ann * Cry of the Heart * Free Man * Freedom * Freedom Battle * The Giving * Hibernia * Letter to Sarah * The Offering * Prayer for Taylor * Thy Word.",Nonfiction,0.3574361801147461,fear,0.3236184540243788,,
9780300206982,Sustainable Lifestyles and the Quest for Plenitude,"Juliet B. Schor, Craig J. Thompson","Many of today’s most troubling environmental and economic issues have come to seem insoluble: carbon emissions, overshoot, inequality, joblessness, and a dysfunctional food system. Can we change direction, move away from business as usual, and achieve a more sustainable, empowering, and humane economy? Through a fascinating array of illuminating case studies, this hope-filled book affirms that we can. In locations across the United States and around the globe, local participants are forging their own versions of small-scale, low-footprint, high-satisfaction lifestyles and communities. From raw-milk consumers and members of alternative agricultural initiatives to time bankers, artisan producers in the Aude region of France, and bicycle mechanics on the South Side of Chicago, individuals and small groups are exploring the practice of plenitude. Their efforts demonstrate how social and economic transformation happens and suggest new paths toward larger-scale change and a richer quality of life for all.",Nonfiction,0.5474772453308105,fear,0.5116370810115749,,
9780201068948,"Thermodynamics, Kinetic Theory, and Statistical Thermodynamics",Francis Weston Sears;Gerhard Ludwig Salinger,,Nonfiction,0.8229419589042664,neutral,0.9054633001104676,,
9781093259674,Create,Lunar Ink,"CREATE books are full of a 120 pages of a huge variety of 30 templates that are perfect for drawing Manga, Comics, Graphic Novels and more! This makes a perfect gift for kids, teens, and adults! 8 x 10 inches make it a convenient size High Quality matte cover Huge variety of templates! Plenty of space to create!",Nonfiction,0.9691354632377625,neutral,0.7286778950681234,,
,Railway Age,,,Nonfiction,0.9455695152282716,neutral,0.94843167004159,,
,Newsletter,,,Nonfiction,0.5719296336174011,fear,0.5014996949865883,,
9781455509102,So Good They Can't Ignore You,Cal Newport,"In this book with unique perspective, professor Cal Newport debunks the long-held belief that ""follow your passion"" is good advice, and sets out to discover the reality of how people end up loving their careers. A focus on passion over skill can be dangerous, leading to anxiety and chronic job hopping. Spending time with professionals who admit to deriving great satisfaction from their work, Newport uncovers the strategies they use and the pitfalls they avoid in developing their compelling careers. Cal reveals 4 Rules for falling in love with your job: #1: Don't follow your passion #2: Be so good they can't ignore you #3: Turn down a promotion #4: Think small, act big Cal Newport's manifesto is mandatory reading for anyone fretting about what to do with their life, or frustrated by their current job situation. So Good They Can't Ignore You provides an evidence-based blueprint for creating work you love, and will change the way you think about careers, happiness, and the crafting of a remarkable life.",Nonfiction,0.580744206905365,fear,0.9568353560227136,,
9780712666732,Ancient History,Moses I. Finley,"In this thoughtful and provocative study, M.I. Finley challenges the prevailing traditions of researching and writing about ancient civilizations. He questions, for example, the special status accorded to classic texts, exposes the false assumptions historians have made based on severely limited information, and presents the flaws inherent in conventional explanations of the Greek city-state. Emphasizing the need to ask the right questions in order to expand our understanding of life in the ancient world, the author suggests how historians might better deal with the evidence that is available, and offers alternative methods that can be used to reconstruct history.",Nonfiction,0.5202839374542236,neutral,0.8112462181040705,,
9781540531988,Team Building: Marketing: Sales,Ace McCloud,"Ready to be on a winning team? Do you wish you could make a great profit from your marketing? Are you tired of low sales and small paychecks? 3 Books in 1: An unbeatable combination of incredible team building techniques, professional marketing tactics and winning sales strategies! Whether you want to (1) build your own dream team, (2) make money with marketing, or (3) discover the world's best sales techniques, this book will teach you everything you need to know. Build the most effective teams you've ever seen! Create a team of leaders. Shape your team members into peak performers. Form a cooperative, healthy, and powerful team of individuals who are pulling together towards a common goal - to win in the most dominant ways possible! What Will You Learn About Team Building? The five core values of winning teams. How to be a great team leader. How to create a motivating and enthusiastic team environment. How to manage stress, aggression and conflicts in the team. The best ways to communicate with your team. Motivational strategies that will turn your team members into peak performers. How to set team goals that inspire confidence and boost enthusiasm. How to build a team that works well together and wins! How to recruit the right way to build your team of champions. Get stellar results from your marketing efforts! Profit from more than 100 powerful tactics, ideas and strategies for successful marketing. Discover how big companies successfully brand and market their products, then apply their strategies to your own business. What Will You Learn About Marketing? The best marketing strategies that give great results. How to utilize social media to promote yourself and make money. The best ways to promote your business. How to identify and target your ideal customers. The most effective ways to advertise your business. Step-by-step instructions for building your own personalized marketing strategy plan. Sales strategies for capitalizing on your marketing success. The primary key to successful branding. Marketing strategies used by the best in the world to dominate. Become a star closer and start making some real money! Sales can be fun! Instead of ""selling,"" you'll find ways to connect with your customers on their level and give them what they want. Leave outmoded methods behind and learn to tap into your customers' deepest desires. Grasp the keys to dissolving sales resistance so you can hear that sweet ""Yes!"" What Will You Discover About Sales? How to utilize trends to your advantage. How to ask the right questions to get the right results. How to utilize social media marketing to increase your sales. How to use body language and mirroring to maximize your sales potential. How to establish a trusting and lasting relationships with your customers. How to market your product for maximum effectiveness. How to turn rejection into reward. how to develop a sales plan that gets results. How to easily close more sales. Boost your business with soaring sales, masterful marketing, and powerful team development! Get the edge: Buy It Now!",Nonfiction,0.7777377963066101,neutral,0.7043241698911205,,
,General Laws of Massachusetts,Massachusetts,,Nonfiction,0.5954830050468445,neutral,0.8050751198836263,,
,Proceedings of the City Commission,Grand Rapids (Mich.). City Commission,,Nonfiction,0.9243253469467164,fear,0.3475480469560195,,
9780872864757,A Power Governments Cannot Suppress,Howard Zinn,"A Power Governments Cannot Suppress is Howard Zinn’s major new collection of essays on American history, class, immigration, justice, and ordinary citizens who have made a difference.",Nonfiction,0.9904835224151612,neutral,0.7541074475206475,,
,Government Employee Relations Report,,,Nonfiction,0.7824650406837463,neutral,0.7503603432733658,,
9781598633603,Beginning C++ Through Game Programming,"Michael Dawson, Mike Dawson","Describes the fundamentals of C++ programming and its relationship to games, with information on such topics as random number generation, game loops, and the standard template library.",Nonfiction,0.587348222732544,neutral,0.917988148346678,,
9781788286435,Victory in World War II,Nigel Cawthorne,"""Before Alamein we never won a battle, after Alamein we never lost one."" Winston Churchill Although this is an exaggeration, it is perhaps a pardonable one. The second battle of El Alamein in November 1942 was followed in April 1943 by the complete withdrawal of German troops from North Africa. Meanwhile, on the Eastern Front, the Red Army had entered the hell of Stalingrad and emerged victorious. In the Pacific, American troops had captured and held the strategically vital island of Guadalcanal, in the teeth of frantic Japanese counter-attacks. In Burma, the Chindits were continuing to harass the enemy while British forces regrouped in preparation for the recapture of the country. The tide of the war had begun inexorably to turn in favour of the Allies. Victory covers all fronts in detail as it charts the progress of the final years of World War II.",Nonfiction,0.9885393977165222,neutral,0.8705749961895125,,
,"New Hampshire Register, State Yearbook and Legislative Manual",,,Nonfiction,0.9710789918899536,neutral,0.9285459999051736,,
,Travel,,,Nonfiction,0.9189378023147584,neutral,0.936579047380822,,
9780071271264,Java Programming,"Ralph Bravaco, Shai Simonson",,Nonfiction,0.5477402806282043,neutral,0.9787272278763366,,
9780152057664,Frankenstein Makes a Sandwich,Adam Rex,"Stories in verse about the monster-sized problems Dracula, Wolfman, Bigfoot and other monsters have.",Nonfiction,0.9958946108818054,neutral,0.7842038331776816,,
9780887306297,Hard Drive,James Wallace;Jim Erickson,"Chronicles the career of ""Chairman Bill"" Gates, the computer whiz kid who commands the powerful Microsoft computer software empire.",Nonfiction,0.986910045146942,neutral,0.9196932159114408,,
9781468543315,Thinking About Starting a Business?,Gary Thomas,"Why should you go to the trouble of creating a written business plan? There are three major reasons: The process of putting a business plan together, including the thought you put in before beginning to write it, forces you to take an objective, critical unemotional look at your business project in its entirety. The finished product your business plan is and operating told which, properly used, will help you manage your business and work toward its success. The completed business plan is the means for communicating your ideas to others and provide the basis for your financing proposal. The importance of planning cannot be overemphasized. By taking an objective look at your business you can identify areas of weakness and strengths, pinpoint needs you might otherwise overlook, spot problems before they arise, and begin planning how you can best achieve your business goals. As an operating tool, your business plan helps you to establish reasonable objectives and figure out how to best accomplish them. It also helps you to red-flag problems as they arise and aids you to identifying their sources, thus suggesting ways to solve them. It may even help you avoid some problems altogether. This handbook has been designed with these considerations in mind. In order for it to work it is important that you do as much of the work as possible. A professionally prepared business plan wont do you any good if you dont understand it thoroughly. This understanding comes from being involved with its development from the very start. No business plan, no matter how carefully constructed and no matter how thoroughly understood, will be of any use at all unless you use it. Going into business is rough; over half of all new businesses fail within the first two years of operation and over 90 percent fail within the first 10 years. A major reason for failure is lack of planning. The best way to enhance your chances of success is to plan and follow through on your planning. Use your plan. Dont put it in the bottom drawer of your desk and forget it. Your business plan can help you avoid going into a business venture that is doomed to failure. If your proposed venture is marginal at best, the business plan will show you why and may help you avoid paying the high tuition of business failure. It is far cheaper not to begin an ill-fated business than to learn by experience what your business plan could have taught you at several hours of concentrated work. Finally, your business plan provides the information needed by others to evaluate your venture, especially if you need to seek outside financing. A thorough business automatically becomes a complete financing proposal which will meet the requirements of most lenders.",Nonfiction,0.641170084476471,neutral,0.7132827662025492,,
,Florida Administrative Weekly,,,Nonfiction,0.5130376815795898,neutral,0.8273770502998777,,
9781932429367,Think and Grow Rich Superset,Napoleon Hill,,Nonfiction,0.3483303785324096,neutral,0.8656275643724629,,
9781134012084,Collected Essays 1929 - 1968,,,Nonfiction,0.7721574306488037,neutral,0.8255655800737002,,
9781839626548,"Canine Genetics, Health and Medicine",,"The advances being made in veterinary medicine in the modern era are continuously pushing the boundaries of what is presently possible and available. From unraveling canine genetics and gene therapies to understanding the microbiome and the effects parasites have on canine health. Whilst many advances are being made with clinical diagnosis, surgeries, prosthetics, pharmaceuticals, and imaging techniques, preventative medicine is also at the forefront of technology. Our understanding of the medical issues, critical care, pharmaceutics, anatomy, pathology, genetics, and disease are all imperative in making advances in canine medicine. This book covers a diverse range of topics in canine health by highlighting recent and forthcoming canine medicine and health innovations and improvements.",Nonfiction,0.4352909624576568,neutral,0.8631197327051355,,
,Frida Kahlo,"Frida Kahlo, Helga Prignitz-Poda, Peter von Becker","The passionate life and work of the Mexican artist, comprehensively presented for the first time in paintings and photographs. Private photographs form among the possessions of her family and close friends afford the reader of this book some rare and unusual insights into Frida Kahlo's life and times. --Book Jacket.",Nonfiction,0.5791005492210388,joy,0.6586942382432094,,
9783319778396,Cloud Computing,"Naresh Kumar Sehgal, Pramod Chandra P. Bhatt","This book provides readers with an overview of Cloud Computing, starting with historical background on mainframe computers and early networking protocols, leading to current concerns such as hardware and systems security, performance, emerging areas of IoT, Edge Computing etc. Readers will benefit from the in-depth discussion of cloud computing usage and the underlying architecture, with focus on best practices for using a dynamic cloud infrastructure, cloud operations management and cloud security. The authors explain carefully the “why’s and how’s” of Cloud Computing, so engineers will find this book and invaluable introduction to the topic.",Nonfiction,0.7624399065971375,neutral,0.8793602542955821,,
,The Medical Times and Gazette,,,Nonfiction,0.932228147983551,neutral,0.8541741323331205,,
9781284066135,BOOK ALONE: PRACTICAL APPLICATIONS IN SPORTS NUTRITION 4E,"Heather Hedrick Fink, Alan E. Mikesky",.,Nonfiction,0.6325396299362183,neutral,0.9788406215070292,,
9780060554736,The Game,Neil Strauss,"Hidden somewhere, in nearly every major city in the world, is an underground seduction lair. And in these lairs, men trade the most devastatingly effective techniques ever invented to charm women. This is not fiction. These men really exist. They live together in houses known as Projects. And Neil Strauss, the bestselling author, spent two years living among them, using the pseudonym Style to protect his real-life identity. The result is one of the most explosive and controversial books of the year -- guaranteed to change the lives of men and transform the way women understand the opposite sex forever. On his journey from AFC (average frustrated chump) to PUA (pick-up artist) to PUG (pick-up guru), Strauss not only shares scores of original seduction techniques but also has unforgettable encounters with the likes of Tom Cruise, Britney Spears, Paris Hilton, Heidi Fleiss, and Courtney Love. And then things really start to get strange -- and passions lead to betrayals lead to violence. The Game is the story of one man's transformation from frog to prince -- to prisoner in the most unforgettable book of the year.",Nonfiction,0.803370475769043,neutral,0.6251522999486183,,
