"comic_id","Title","Writer","Artist","Studio/Publisher","Release Year","Format","Theme (Color Style)","Genre","Country of Origin","Page Count","Rating (out of 10)","Status","Language","Age Rating","Awards","Volume Count"
"CMC-05182","Thunder Blade","Hiroshi Araya","Hiroshi Araya","Square Enix (Yen Press)","2005","Tankobon","Black & White","Horror / Supernatural","Japan","203","8.9","Ongoing","Japanese","Mature","None","11"
"CMC-05183","Wood Hope","Ngozi Ukazu","Ngozi Ukazu","Papercutz","2020","Trade Paperback","Black & White","Romance / Drama","USA","178","7.6","Completed","English","Mature","None","1"
"CMC-05184","Lord Descent of Solo Kingdom","Jung Dae-ho","Lee Dae","Naver Series","2024","Webtoon","Full Color (Pastel)","Office / Romance","South Korea / USA","4857","7.7","Hiatus","Korean","Mature 17+","None","14"
"CMC-05185","Black Panther: Secret Invasion","Nick Spencer","Rick Remender","Marvel Comics","2022","Trade Paperback","Full Color","Superhero / Thriller","USA","155","7.8","Completed","English","Teen+","Harvey Award Winner","6"
"CMC-05186","Knight King Gate","Han Seung-hyun","Yoon Mi","Kakao Webtoon","2021","Webtoon","Full Color (Digital)","Action / Fantasy","South Korea","2765","7.7","Completed","Korean","Young Adult","Eisner Award Winner","19"
"CMC-05187","Fox Prophecy (Manhua)","Priest","Mitsuru Adachi","Youku Comics","2021","Webtoon (Chinese)","Black & White","Comedy / Slice of Life","China","5031","8.1","Ongoing","Chinese","Young Adult","None","27"
"CMC-05188","Lex Luthor: Year One","Joe Simon","Jeph Loeb","DC (Black Label)","2003","Omnibus","Full Color","Superhero / Crime","USA","805","7.7","Completed","English","Teen+","None","12"
"CMC-05189","Demon Ascent of Comeback","Moon Da","Moon Da","Kakao / Yen Press","2009","Webtoon Chapter Collection","Full Color (Digital)","Horror / Thriller","South Korea / Japan","387","8.5","Ongoing","Korean","Teen+","National Book Award Finalist","13"
"CMC-05190","Spirit Story","Jin Okamoto","Ken Akamatsu","Shogakukan (Viz Media)","2026","Single Issue / Tankobon","Full Color (Special Edition)","Seinen / Drama","Japan","4664","8.3","Ongoing","Japanese","Teen+","None","2"
"CMC-05191","Green Silver","Marjorie Liu","Ngozi Ukazu","Tokyopop","2024","Hardcover","Full Color","Autobiography / Drama","USA","2235","9.4","Completed","English","Mature","None","2"
"CMC-05192","Crow Tale","Emi Fukuda","Goku style","Shogakukan (Viz Media)","2023","Tankobon","Black & White","School / Romance","Japan","4101","8.4","Ongoing","Japanese","Teen+","None","37"
"CMC-05193","Last Empty","Gene Luen Yang","Rick Remender","Magnetic Press","2013","Trade Paperback","Full Color","Crime / Noir","USA","2455","8.4","Completed","English","All Ages","None","12"
"CMC-05194","Demon Falling","Daichi Kimura","Daichi Kimura","Ichijinsha","2024","Single Issue / Tankobon","Black & White","Sci-Fi / Adventure","Japan","3801","8.4","Ongoing","Japanese","Teen+","None","31"
"CMC-05195","Necromancer Gate","Baek Hyun-soo","Baek Hyun-soo","Naver Series","2022","Digital Webtoon","Full Color (Digital)","Drama / Romance","South Korea / Japan","2652","7.0","Completed","Korean","Teen+","None","16"
"CMC-05196","Paladin Rising","Carnby Kim","Jang Seo-yeon","MangaToon","2018","Webtoon Chapter Collection","Full Color (Digital)","Manhwa / Action","South Korea / USA","4491","7.4","Completed","Korean","Teen+","None","12"
"CMC-05197","Wind Hunter Rising","Yoon Bo-kyung","Yoon Bo-kyung","Naver / Line Webtoon","2017","Digital Webtoon","Full Color (Digital)","School / Romance","South Korea","3650","9.0","Completed","Korean","Mature","National Book Award Finalist","4"
"CMC-05198","Golden Circle","Yuna Yamaguchi","Yuna Yamaguchi","Futabasha","2024","Single Issue / Tankobon","Black & White","Music / Drama","Japan","5937","8.2","Completed","Japanese","Young Adult","None","10"
"CMC-05199","Ghost Rider: Mighty","Chip Zdarsky","Saladin Ahmed","Marvel Comics","2016","Omnibus","Full Color","Superhero / Crime","USA","984","8.7","Completed","English","Mature 17+","Eisner Award Winner","13"
"CMC-05200","Reborn Overpowered Order","Oh Jae-won","An Hyun","NT Novel","2016","Webtoon","Full Color / Limited Palette","Dungeon / Action","South Korea","267","8.8","Ongoing","Korean","Mature","None","19"
"CMC-05201","Hawk Companion (Manhua)","Sun Yee","Daisuke Moriyama","Kuaikan Comics","2013","Digital Manhua","Full Color (Digital)","Sci-Fi / Action","China","2372","8.3","Completed","Chinese","Teen+","Eisner Award Nominee","4"
"CMC-05202","Wild Prophecy","Nao Suzuki","Zenko Fujiwara","Shueisha (Viz Media)","2024","Manga Volume","Grayscale","Dark Fantasy / Action","Japan","5119","8.5","Ongoing","Japanese","Mature","None","37"
"CMC-05203","Moon Wing (Manhua)","Ping Zhi","Luffy style","Bilibili Comics","2020","Manhua Volume","Full Color (Digital)","Horror / Supernatural","China","2583","8.4","Ongoing","Chinese","Teen+","Harvey Award Nominee","2"
"CMC-05204","Storm Record","Souta Kawamoto","Yama Kato","Houbunsha","2016","Tankobon","Black & White","Dark Fantasy / Action","Japan","4165","7.8","Ongoing","Japanese","Mature","Harvey Award Winner","32"
"CMC-05205","Boundless Ascension","Sora Fujimoto","Minato Kirishima","Square Enix (Yen Press)","2015","Digital Manga","Black & White","Horror / Supernatural","Japan","1989","8.6","Completed","Japanese","Young Adult","None","42"
"CMC-05206","Void City","Jeff Lemire","Sean Murphy","Viz Media","2022","Graphic Novel","Black & White","Crime / Thriller","USA","1335","7.9","Completed","English","Teen+","None","1"
"CMC-05207","Dead Paper","Brandon Graham","Marcos Martin","Vault Comics","2022","Single Issue","Full Color","Dark Fantasy / Horror","USA","1867","7.4","Completed","English","All Ages","Kodansha Manga Award Winner","11"
"CMC-05208","Siege of Jean Grey","Fred Van Lente","Jordan White","Marvel Comics","2000","Omnibus","Full Color","Superhero / Sci-Fi","USA","242","8.2","Completed","English","Mature","None","5"
"CMC-05209","Deathstroke: Dark Victory","Kelly Thompson (DC)","Denny O'Neil","DC Comics","2009","Single Issue","Full Color","Superhero / Crime","USA","814","8.0","Completed","English","Mature","Eisner Award Nominee","4"
"CMC-05210","Silk: World War","Mark Waid","Jeff Parker","Marvel Comics","2007","Omnibus","Full Color","Superhero / Action","USA","812","7.9","Completed","English","Teen+","Locus Award Winner","13"
"CMC-05211","Sacred Memory","Yama Kato","Akio Hayashi","Shogakukan (Viz Media)","2010","Manga Volume","Full Color (Special Edition)","Romance / Drama","Japan","5833","8.6","Completed","Japanese","Young Adult","None","40"
"CMC-05212","Thunder Knight","Hiro Watanabe","Hiro Watanabe","Ichijinsha","2023","Tankobon","Black & White","Action / Fantasy","Japan","6723","7.8","Ongoing","Japanese","All Ages","None","4"
"CMC-05213","Ink Road","Cece Bell","Ed Brubaker","Papercutz","2000","Webcomic","Full Color","Romance / Drama","Canada","1715","8.7","Completed","English","Mature","None","10"
"CMC-05214","First Road","Hope Larson","Charles Burns","Lion Forge","2002","Hardcover","Black & White","Fantasy / Drama","UK","1415","8.8","Hiatus","English","Mature","None","6"
"CMC-05215","Mountain Journey","Hiroshi Araya","Hiroshi Araya","Akita Shoten","2013","Single Issue / Tankobon","Black & White","Mecha / Sci-Fi","Japan","4170","8.4","Cancelled","Japanese","Teen+","None","17"
"CMC-05216","Fading King","Aya Shimizu","Luna Aoyama","Shogakukan (Viz Media)","2003","Tankobon","Black & White","Historical / Drama","Japan","3064","8.9","Completed","Japanese","Young Adult","Locus Award Winner","26"
"CMC-05217","Fallen Resurrection","Akira Toriyama","Akira Toriyama","Square Enix (Yen Press)","2022","Manga Volume","Grayscale","Slice of Life / Drama","Japan","4873","8.2","Completed","Japanese","Teen+","Eagle Award Winner","41"
"CMC-05218","Dawn Destiny (Manhua)","He Man","Hiro Watanabe","Bilibili Comics","2013","Digital Manhua","Full Color","School / Romance","China","1393","8.0","Cancelled","Chinese","Teen+","None","9"
"CMC-05219","Immortal Legend","Riku Matsumoto","Sora Fujimoto","Kodansha (Kodansha USA)","2010","Manga Volume","Black & White","Comedy / Slice of Life","Japan","925","8.1","Cancelled","Japanese","All Ages","National Book Award Finalist","36"
"CMC-05220","All-New Dark Avengers","Paul Jenkins","Mark Millar","Marvel Comics","2014","Graphic Novel","Full Color (Digital)","Superhero / Psychological","USA","346","7.3","Ongoing","English","Young Adult","None","5"
"CMC-05221","Void of Static","Alan Moore","Donny Cates","AWA Studios","2007","Webcomic","Grayscale","Magical Realism / Drama","New Zealand","2335","9.4","Ongoing","English","Teen+","None","2"
"CMC-05222","Serpent of the Underworld","Zoro style","Yama Kato","Kadokawa (Yen Press)","2004","Tankobon","Black & White","Action / Supernatural","Japan","4927","8.0","Ongoing","Japanese","Teen+","Harvey Award Nominee","33"
"CMC-05223","Ocean Knight","Hiroyuki Takei","Aiko Sato","Kodansha (Kodansha USA)","2015","Tankobon","Black & White","Action / Historical","Japan","563","8.0","Ongoing","Japanese","Teen+","None","30"
"CMC-05224","Cursed File (Manhua)","Qian Lu","Akane Nakagawa","Lofter","2007","Digital Manhua","Black & White","Isekai / Fantasy","China","3295","8.2","Completed","Chinese","All Ages","None","17"
"CMC-05225","F-Ranked The World","Cho Jun","Bae Soo","Naver / Line Webtoon","2024","Digital Webtoon","Full Color / Limited Palette","Historical / Romance","South Korea / Japan","4668","8.7","Completed","Korean","Teen+","None","19"
"CMC-05226","Hush Batwoman","Ed Brubaker","Bob Haney","DC Comics","2021","Omnibus","Full Color","Sci-Fi / Political Satire","USA","555","9.1","Ongoing","English","Mature","Harvey Award Winner","13"
"CMC-05227","Hidden Record","Tai Ogata","Tai Ogata","Kodansha (Kodansha USA)","2003","Digital Manga","Black & White","Action / Fantasy","Japan","3105","9.3","Completed","Japanese","All Ages","None","43"
"CMC-05228","The Blue Pink","Grant Morrison","Robert Kirkman","Norton Graphic Novels","2022","Hardcover","Full Color","Crime / Noir","USA","1082","6.8","Completed","English","Teen+","None","1"
"CMC-05229","Huntress: Long Halloween","Alan Moore","Alan Moore","DC Comics","2005","Graphic Novel","Full Color","Superhero / Political","USA","158","7.7","Completed","English","Teen+","None","12"
"CMC-05230","Velvet Bronze","Jeff Lemire","Raina Telgemeier","Self-Published","2021","OGN","Full Color","Fantasy / Drama","New Zealand","128","8.5","Completed","English","Teen+","Harvey Award Winner","10"
"CMC-05231","Echo Flux","Sean Murphy","Sean Murphy","AfterShock Comics","2013","Graphic Novel","Grayscale","Sci-Fi / Drama","USA","2363","8.6","Ongoing","English","Mature","Manga Taisho Award Winner","8"
"CMC-05232","Crow Report","Souta Kawamoto","Minato Kirishima","Kodansha (Kodansha USA)","2025","Manga Volume","Black & White","Romance / Drama","Japan","4658","8.8","Hiatus","Japanese","Mature","None","1"
"CMC-05233","Alpha Flight: Siege of","Dennis Hopeless","Jeff Parker","Marvel Comics","2006","Hardcover","Full Color","Superhero / Crime","USA","878","7.9","Ongoing","English","Mature","Locus Award Winner","14"
"CMC-05234","My Gate","Kim Lim","Author K","Webtoon Originals","2026","Webtoon","Full Color (Digital)","Supernatural / Romance","South Korea","1690","7.8","Ongoing","Korean","Young Adult","Eagle Award Winner","20"
"CMC-05235","Zenith Shield","Mio Hayashi","Minato Kirishima","Kodansha (Crunchyroll)","2000","Manga Volume","Grayscale","Cooking / Slice of Life","Japan","4385","7.6","Ongoing","Japanese","Teen+","None","22"
"CMC-05236","Animal Man: Hush","Denny O'Neil","Joshua Williamson","DC Comics","2026","Graphic Novel","Full Color","Western / Supernatural","USA","627","7.8","Hiatus","English","Young Adult","None","10"
"CMC-05237","Immortal Legacy","Zoro style","Sara Ogawa","Shueisha (Viz Media)","2024","Digital Manga","Full Color (Special Edition)","Mecha / Sci-Fi","Japan","1146","8.4","Completed","Japanese","All Ages","Hugo Award Winner","13"
"CMC-05238","Paladin I Return","Song Ji-young","Song Ji-young","MangaToon","2018","Webtoon Chapter Collection","Full Color (Digital)","Action / Fantasy","South Korea","3347","9.1","Completed","Korean","Young Adult","Hugo Award Winner","9"
"CMC-05239","Radiant Log","Ami Ueda","Ami Ueda","Houbunsha","2023","Manga Volume","Black & White","Cooking / Slice of Life","Japan","4293","8.8","Completed","Japanese","Young Adult","National Book Award Finalist","32"
"CMC-05240","Luminous Saga","Keigo Yamada","Ryo Kondo","Akita Shoten","2026","Digital Manga","Black & White","Horror / Supernatural","Japan","1742","8.3","Completed","Japanese","Mature","None","38"
"CMC-05241","Ocean Claw","Tomo Yoshimura","Naruto Uzumaki style","Akita Shoten","2008","Digital Manga","Black & White","Sci-Fi / Adventure","Japan","1487","8.5","Completed","Japanese","Young Adult","None","22"
"CMC-05242","Dead Cure","Charles Burns","Charles Burns","Fantagraphics Books","2003","Trade Paperback","Full Color / Limited Palette","Romance / Drama","USA","637","7.7","Ongoing","English","Teen+","None","3"
"CMC-05243","Crimson Claw (Manhua)","Ji He Xing Chen","Taro Nakamura","iQIYI Comics","2014","Digital Manhua","Full Color","Horror / Supernatural","China","2602","7.9","Completed","Chinese","Teen+","National Book Award Finalist","16"
"CMC-05244","Epilogue Batwoman","Chuck Dixon","Arnold Drake","DC (Black Label)","2026","Omnibus","Full Color","Superhero / Political","USA","994","7.8","Completed","English","Mature","None","1"
"CMC-05245","Stone Road","Sean Murphy","Ed Brubaker","Humanoids","2025","Webcomic","Black & White","Fantasy / Action","UK","210","8.1","Ongoing","English","Teen+","Locus Award Winner","2"
"CMC-05246","Endless of Eternity","Akio Hayashi","Taka Nishimura","Kodansha (Kodansha USA)","2007","Manga Volume","Black & White","Shounen / Adventure","Japan","1790","8.3","Completed","Japanese","Mature","Eagle Award Winner","20"
"CMC-05247","After Plague","Victoria Jamieson","Victoria Jamieson","Dark Horse Manga","2025","Digital Single Issue","Full Color / Limited Palette","Crime / Thriller","New Zealand","1131","7.7","Completed","English","Young Adult","National Book Award Finalist","2"
"CMC-05248","Star Note","Ryota Nakamura","Ryota Nakamura","Shogakukan (Viz Media)","2025","Single Issue / Tankobon","Grayscale","School / Romance","Japan","1734","8.2","Ongoing","Japanese","Teen+","Harvey Award Nominee","1"
"CMC-05249","Queen Order","Bae Soo","Bae Soo","Webtoon Originals","2010","Webtoon","Full Color (Pastel)","Action / Fantasy","South Korea","2433","7.6","Completed","Korean","Teen+","Eisner Award Winner","16"
"CMC-05250","Frozen of Eternity (Manhua)","Liu Zhong Yuan","Hana Yamashita","IQIYI","2021","Digital Manhua","Full Color (Digital)","Historical / Romance","China","2068","7.8","Ongoing","Chinese","Teen+","None","2"
"CMC-05251","Cursed Legend (Manhua)","Lan Lin Wang Fei","Riku Mori","Mango Comics","2026","Manhua Volume","Full Color (Digital)","Cultivation / Fantasy","China","3540","8.4","Completed","Chinese","Mature","None","27"
"CMC-05252","Red of Null","Brian Azzarello","Paul Pope","Yen Press","2001","Digital Single Issue","Full Color","Literary / Drama","USA","2176","7.7","Ongoing","English","Mature","None","11"
"CMC-05253","Hell Order","Jiro Saito","Mitsuru Adachi","Kodansha (Kodansha USA)","2021","Manga Volume","Black & White","Romance / Drama","Japan","4179","8.8","Completed","Japanese","Mature","None","5"
"CMC-05254","Day Record","Haru Ikeda","Haru Ikeda","Shogakukan (Viz Media)","2019","Digital Manga","Black & White","Fantasy / Adventure","Japan","2320","8.0","Completed","Japanese","Mature","None","12"
"CMC-05255","Fox of Light","Ryu Hashimoto","Ryu Hashimoto","Shueisha (Viz Media)","2011","Tankobon","Black & White","Action / Sci-Fi","Japan","1772","8.0","Ongoing","Japanese","Mature","Harvey Award Nominee","36"
"CMC-05256","Hell Dream","Nori Hayashi","Daisuke Imai","Kodansha (Crunchyroll)","2019","Single Issue / Tankobon","Full Color (Special Edition)","Romance / Comedy","Japan","4909","8.0","Ongoing","Japanese","Young Adult","None","9"
"CMC-05257","Wire City","Scott Snyder","Scott Snyder","BOOM! Studios","2004","Trade Paperback","Full Color","Crime / Thriller","Canada","1257","7.9","Ongoing","English","Mature","None","7"
"CMC-05258","Aquaman: Giant","Bob Haney","Ram V","DC (Wildstorm)","2017","Single Issue","Full Color","Crime / Noir","USA","1366","7.6","Ongoing","English","Teen+","Japan Media Arts Award Winner","1"
"CMC-05259","Demon Protector (Manhua)","Gu Man","Gu Man","Youku Comics","2018","Digital Manhua","Full Color (Digital)","Horror / Supernatural","China","3350","8.5","Ongoing","Chinese","Mature","Angouleme Award Winner","13"
"CMC-05260","Ashen Hero","Kenji Ishikawa","Sora Fujimoto","Ichijinsha","2018","Tankobon","Grayscale","Romance / Drama","Japan","3944","8.3","Completed","Japanese","Mature","None","35"
"CMC-05261","Silk: Spectacular","Chip Zdarsky","Fraction","Marvel Comics","2010","Graphic Novel","Full Color","Superhero / Drama","USA","1407","8.9","Completed","English","Mature","Angouleme Award Winner","2"
"CMC-05262","Shrouded Guardian","Sora Fujimoto","Hiroshi Araya","Hakusensha (Dark Horse)","2016","Tankobon","Black & White","Action / Historical","Japan","2930","8.0","Completed","Japanese","Teen+","None","10"
"CMC-05263","Last City","Brandon Graham","Jock","Tokyopop","2008","Webcomic","Black & White","Slice of Life / Drama","USA","1797","8.5","Ongoing","English","Mature","Harvey Award Winner","5"
"CMC-05264","Knight Legendary Rising","Writer J","Jang Min","Mr. Blue Corp","2020","Webtoon","Full Color (Pastel)","Historical / Romance","South Korea","2127","8.3","Completed","Korean","Young Adult","Hugo Award Winner","10"
"CMC-05265","Crow of Light","Kenji Ishikawa","Kenji Ishikawa","Ichijinsha","2012","Digital Manga","Black & White","Dark Fantasy / Action","Japan","6939","8.6","Completed","Japanese","All Ages","None","2"
"CMC-05266","Exile Guild","Taro Nakamura","Taro Nakamura","Akita Shoten","2019","Tankobon","Black & White","Music / Drama","Japan","3929","8.3","Completed","Japanese","Mature","None","29"
"CMC-05267","Void of the Underworld (Manhua)","Gu Man","Masakazu Katsura","Youku Comics","2016","Manhua Volume","Full Color (Digital)","School / Romance","China","4051","8.8","Completed","Chinese","Mature","None","23"
"CMC-05268","Black Nexus","Souta Kawamoto","Sara Ogawa","Futabasha","2020","Single Issue / Tankobon","Black & White","Mystery / Thriller","Japan","1700","7.9","Ongoing","Japanese","Teen+","None","28"
"CMC-05269","Plague City","Scott Snyder","Scott Snyder","Bad Idea","2000","Webcomic","Black & White","Slice of Life / Drama","New Zealand","2378","8.1","Ongoing","English","Mature","Hugo Award Winner","3"
"CMC-05270","The Flash: Hush","Dan Watters","Tom Taylor","DC Comics","2012","Hardcover","Full Color","Superhero / Drama","USA","514","9.2","Completed","English","Teen+","None","10"
"CMC-05271","Shadow Gate","Kwon Min-ji","Nam Ji","NT Novel","2025","Webtoon Chapter Collection","Full Color (Pastel)","School / Romance","South Korea","2235","7.7","Ongoing","Korean","Mature","None","8"
"CMC-05272","Fallen Warrior","Zoro style","Keigo Yamada","Hakusensha (Dark Horse)","2025","Digital Manga","Black & White","Horror / Supernatural","Japan","6296","7.9","Hiatus","Japanese","Teen+","None","15"
"CMC-05273","Dead Plague","Tom Taylor","Frank Quitely","Vault Comics","2026","Webcomic","Grayscale","Political / Drama","USA","2408","7.4","Completed","English","Teen+","Eagle Award Winner","9"
"CMC-05274","Les Dernier Silver","John Wagner","Nick Sousanis","Soleil Productions / Marvel","2007","Album","Watercolor","Literary / Drama","Spain","111","7.1","Completed","English","Mature 17+","None","3"
"CMC-05275","Forsaken Shield","Masakazu Katsura","Ken Goto","Square Enix (Yen Press)","2023","Manga Volume","Full Color (Special Edition)","Historical / Drama","Japan","1417","7.7","Completed","Japanese","Teen+","Locus Award Winner","36"
"CMC-05276","Shadow Archive","Koji Kumeta","Koji Kumeta","Square Enix (Viz Media)","2022","Single Issue / Tankobon","Grayscale","Comedy / Slice of Life","Japan","4396","8.4","Completed","Japanese","Mature","None","24"
"CMC-05277","Immortal Ghost-Spider","Jason Aaron","Nick Spencer","Marvel Comics","2001","Trade Paperback","Full Color","Superhero / Psychological","USA","538","8.0","Ongoing","English","Teen+","Eagle Award Winner","5"
"CMC-05278","Signal Road","Kat Leyh","James Tynion IV","Yen Press","2016","Hardcover","Grayscale","Supernatural / Horror","USA","1047","8.7","Ongoing","English","Teen+","Angouleme Award Winner","3"
"CMC-05279","Bear Sword","Kazushi Hagiwara","Tite Kubo","Square Enix (Viz Media)","2018","Manga Volume","Black & White","Romance / Comedy","Japan","3645","9.1","Completed","Japanese","Mature","None","14"
"CMC-05280","Void Legacy (Manhua)","Jiu Lu Fei Xiang","Nao Suzuki","Comico China","2012","Manhua Volume","Full Color (Digital)","Isekai / Fantasy","China","4397","7.6","Completed","Chinese","All Ages","None","30"
"CMC-05281","Silent Empire (Manhua)","Qi Zhen","Tomo Yoshimura","Bilibili Comics","2016","Webtoon (Chinese)","Full Color","Sports / Action","China","4460","8.1","Completed","Chinese","Young Adult","Harvey Award Winner","23"
"CMC-05282","Eclipse Guardian (Manhua)","Luo Fei Yi","Shin Kato","ACGN.CC","2018","Manhua Volume","Full Color","Cultivation / Fantasy","China","5244","8.0","Ongoing","Chinese","Teen+","None","6"
"CMC-05283","Hidden Rebirth","Riku Matsumoto","Emi Fukuda","Square Enix (Viz Media)","2006","Single Issue / Tankobon","Black & White","Seinen / Drama","Japan","475","8.8","Ongoing","Japanese","All Ages","None","2"
"CMC-05284","Abyss Order","Kazushi Hagiwara","Kazushi Hagiwara","Ichijinsha","2006","Manga Volume","Full Color (Special Edition)","Mystery / Thriller","Japan","5138","8.9","Completed","Japanese","Teen+","Manga Taisho Award Winner","35"
"CMC-05285","Eternal Guardian","Masashi Kishimoto","Haru Ikeda","Kadokawa (Yen Press)","2004","Manga Volume","Black & White","Cooking / Slice of Life","Japan","5623","8.7","Ongoing","Japanese","All Ages","None","16"
"CMC-05286","Robin: Dark","Marv Wolfman","Bob Haney","DC Comics","2000","Trade Paperback","Full Color","Crime / Noir","USA","621","8.0","Ongoing","English","Mature","Eagle Award Winner","3"
"CMC-05287","Abyss Hunter","Luffy style","Luffy style","Shueisha (Manga Plus)","2013","Manga Volume","Black & White","Shoujo / Romance","Japan","3718","7.6","Hiatus","Japanese","Mature","Japan Media Arts Award Winner","41"
"CMC-05288","Wind Force (Manhua)","Liu Zhong Yuan","Liu Zhong Yuan","Dongman Rongshu","2016","Webtoon (Chinese)","Full Color (Digital)","Romance / Historical","China","4887","7.9","Ongoing","Chinese","Young Adult","None","14"
"CMC-05289","Fox Force","Mika Sasaki","Zenko Fujiwara","Shogakukan (Viz Media)","2020","Manga Volume","Black & White","Music / Drama","Japan","261","8.3","Hiatus","Japanese","Teen+","Kodansha Manga Award Winner","27"
"CMC-05290","Luminous Demon","Haruki Tanaka","Haruki Tanaka","Shogakukan (Viz Media)","2012","Tankobon","Full Color (Special Edition)","Romance / Comedy","Japan","4062","8.1","Ongoing","Japanese","Mature","Eisner Award Winner","27"
"CMC-05291","Exile Sword","Mei Ito","Mei Ito","Shogakukan (Viz Media)","2023","Single Issue / Tankobon","Black & White","Action / Historical","Japan","282","8.8","Completed","Japanese","Teen+","None","28"
"CMC-05292","Dawn Quest","Ken Goto","Ami Ueda","Akita Shoten","2023","Manga Volume","Black & White","Sports / Action","Japan","3073","8.4","Completed","Japanese","Teen+","Hugo Award Winner","41"
"CMC-05293","After Blue","Al Ewing","Daniel Clowes","Viz Media","2022","Graphic Novel","Grayscale","Comedy / Action","USA","396","7.9","Ongoing","English","Teen+","Eisner Award Nominee","10"
"CMC-05294","Tyrant Legendary World","SIU","Writer J","Mr. Blue Corp","2026","Webtoon Chapter Collection","Full Color (Digital)","Action / Fantasy","South Korea","1508","8.1","Hiatus","Korean","Teen+","None","20"
"CMC-05295","Blood Ascending","Hiroyuki Takei","Riku Mori","Houbunsha","2008","Single Issue / Tankobon","Full Color (Special Edition)","Mecha / Sci-Fi","Japan","5876","7.7","Ongoing","Japanese","All Ages","Harvey Award Winner","45"
"CMC-05296","Twisted Destiny","Luffy style","Takashi Yamamoto","Shogakukan (Viz Media)","2020","Digital Manga","Grayscale","Psychological / Thriller","Japan","1745","7.9","Completed","Japanese","Teen+","Eisner Award Winner","40"
"CMC-05297","Dead Noise","Brandon Graham","Grant Morrison","Norton Graphic Novels","2024","Single Issue","Full Color","Post-Apocalyptic / Action","USA","1531","7.2","Ongoing","English","Teen+","None","11"
"CMC-05298","Lost and Code","Hope Larson","Hope Larson","Norton Graphic Novels","2020","Hardcover","Full Color","Fantasy / Drama","USA","109","7.2","Completed","English","Teen+","None","11"
"CMC-05299","Eclipse Soul","Luna Aoyama","Luna Aoyama","Ichijinsha","2012","Digital Manga","Black & White","Action / Fantasy","Japan","669","9.5","Completed","Japanese","Teen+","None","34"
"CMC-05300","Obsidian Guardian","Akio Hayashi","Ichigo Kurosaki style","Shueisha (Viz Media)","2014","Single Issue / Tankobon","Black & White","Shoujo / Romance","Japan","5274","8.1","Ongoing","Japanese","All Ages","National Book Award Finalist","2"
"CMC-05301","Wolf Log","Gintoki Sakata","Vegeta style","Hakusensha (Dark Horse)","2025","Single Issue / Tankobon","Full Color (Special Edition)","Psychological / Thriller","Japan","250","9.0","Ongoing","Japanese","Teen+","None","21"
"CMC-05302","Code Shadow Nouveau","Pat Mills","Pat Mills","Bonnier Carlsen (Sweden)","2001","Album","Watercolor","Mythology / Fantasy","Switzerland","421","7.0","Completed","Italian","Mature","None","2"
"CMC-05303","Crimson X","Goku style","Vegeta style","Shogakukan (Viz Media)","2017","Tankobon","Black & White","Psychological / Thriller","Japan","5383","8.9","Cancelled","Japanese","Young Adult","None","18"
"CMC-05304","Ivory of Eternity","Hiro Watanabe","Shin Kato","Kodansha (Crunchyroll)","2009","Single Issue / Tankobon","Grayscale","Romance / Drama","Japan","5070","8.8","Ongoing","Japanese","Mature","None","20"
"CMC-05305","Nadir of Light","Tomo Yoshimura","Miku Ishii","Square Enix (Viz Media)","2004","Single Issue / Tankobon","Black & White","Shoujo / Romance","Japan","6332","8.3","Ongoing","Japanese","Teen+","None","45"
"CMC-05306","The Null Los Mystère","Moebius","Andrea Pazienza","Paquet","2015","Graphic Novel","Full Color","War / Historical","France","447","8.3","Completed","French","Mature","National Book Award Finalist","6"
"CMC-05307","Crystal Memory","Renji Abarai style","Hiroshi Araya","Houbunsha","2014","Manga Volume","Black & White","Action / Supernatural","Japan","6924","8.1","Completed","Japanese","Mature","None","10"
"CMC-05308","Tiger Destiny","Zenko Fujiwara","Zenko Fujiwara","Kodansha (Kodansha USA)","2012","Manga Volume","Black & White","Action / Supernatural","Japan","759","8.6","Completed","Japanese","Mature","None","11"
"CMC-05309","Scarlet Knight","Nana Inoue","Nana Inoue","Futabasha","2024","Single Issue / Tankobon","Black & White","Seinen / Drama","Japan","5446","8.8","Ongoing","Japanese","Teen+","Harvey Award Winner","44"
"CMC-05310","Silk Void Ultime","Philippe Francq","Philippe Francq","Editions Delcourt","2013","Trade Paperback","Full Color","Sci-Fi / Drama","Netherlands","384","6.8","Cancelled","French","Young Adult","Eagle Award Winner","7"
"CMC-05311","Sky Force (Manhua)","Fei Wo Si Cun","Fei Wo Si Cun","Youku Comics","2018","Manhua Volume","Black & White","Mystery / Thriller","China","996","8.1","Hiatus","Chinese","All Ages","None","26"
"CMC-05312","Shrouded Destiny","Kentaro Yabuki","Kentaro Yabuki","Ichijinsha","2010","Digital Manga","Black & White","Martial Arts / Action","Japan","3859","8.9","Completed","Japanese","Mature","None","19"
"CMC-05313","Moon Shield","Mika Sasaki","Ichigo Kurosaki style","Shogakukan (Viz Media)","2014","Tankobon","Black & White","Cooking / Slice of Life","Japan","1342","8.2","Completed","Japanese","Teen+","Kodansha Manga Award Winner","4"
"CMC-05314","Oracle: Knight","Paul Dini","Al Ewing (DC)","DC (Wildstorm)","2025","Graphic Novel","Full Color","Crime / Noir","USA","884","7.8","Completed","English","Teen+","None","3"
